"","X.2","X.1","X","id","resourceType","title","description","startDate","endDate","lat","lon","documentType","author","Evacuated","Homeless","Injuries","Deaths","Insured.Cost","Train.s..damaged","Train.s..destroyed","Home.s..damaged","Home.s..destroyed","Building.s..damaged","Building.s..destroyed","Ind.Premises.destroyed","Com.Premises.damaged","Com.Premises.destroyed","Bridge.s..damaged","Bridge.s..destroyed","Aircraft.damaged","Aircraft.destroyed","Motor.Vehicle.s..damaged","Motor.Vehicle.s..destroyed","Water.vessel.s..damaged","Water.vessel.s..destroyed","Business.es..damaged","Business.es..destroyed","Farm.s..damaged","Farm.s..destroyed","Crop.s..destroyed","Livestock.destroyed","Government.assistance","regions","subjects","url","resourceUrl","Disasterlength","buildingdestroyedordamaged","Vehiclesdamagedordestroyed"
"220",220,220,588,594,"Disaster Event","Storm/Flood","A trough of low pressure developed over Victoria on 23 December, deepening further on 25 December, before progressing east on 26 December with a cold frontal push.  On 25 December, thousands of homes were damaged when thunderstorms swept across Melbourne, bringing flash flooding and hail. The State Emergency Service received more than 4200 requests for assistance, most resulting from hail damage, wind damage and flash flooding through the western and northern suburbs of Melbourne.  Severe thunderstorms first developed to the west of Melbourne, south-east of Ballan, at approximately 2.30 pm on Christmas Day.&nbsp;During the next seven hours up to five long-lived supercells (very severe long lasting thunderstorm cells) moved eastwards across the northern suburbs of Melbourne.  The northern Melbourne suburbs of Eltham, Broadmeadows and Keilor were among the worst hit. There were reports of two tornadoes in Fiskville and Melton&nbsp;with some&nbsp;carsbeing upended.  More than 50 volunteers arrived from interstate to help repair damaged homes. The State Government paid 220 emergency relief payments. An information centre was established in Keilor Downs to help residents who experienced storm damage. Representatives from the SES, Department of Human Services, Red Cross and the Salvation Army provided assistance to help residents who experienced storm damage.  The Insurance Council of Australia declared the weather event as a catastrophe.&nbsp;It received up to 30,000 claims for damage to houses, businesses and motor vehicles.  The Insurance Council of Australia estimated the preliminary 2011 damage at $728.6 million.","12/25/2011 0:00","12/26/2011 0:00",-37.71207047,145.1486206,NA,"",0,0,0,0,728640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=594",NA,1,0,0
"221",221,221,596,602,"Disaster Event","Drought/Heatwave","From Friday 30 December 2011 to 4 January 2012 South Australia and Victoria endured extreme temperatures.  On 1 January 2012 Adelaide recorded its hottest New Year's Day since 1900 with a maximum temperature of 41.6 &ordm; C. On 2 January Mount Gambier reached a maximum of 41.7 &ordm; C and Renmark hit 42.3 &ordm; C. These temperatures prompted a South Australian power company to cut electricity supplies to approximately 3300 properties on the Fleurieu Peninsula on 2 January.  On 2 January Victoria recorded temperatures in the forties, with Melbourne reaching 40 &ordm; C and Dartmoor in the south-west recording the state&rsquo;s maximum of 43 &ordm; C. Victoria's ambulance service treated 45 patients for heat-related illnesses, including four cases of children left in cars. A 30 per cent increase in fainting episodes was experienced.  A spokesman for Life Saving Victoria reported 163 rescues occurred during the period 31 December to 2 January.  Approximately 450 people in Melbourne's outer west suburb of Sunbury were without power when a power kiosk failed to cope with the increased demand. A replacement kiosk was installed but caught fire soon after. A spokesman for the power company said an increase in consumption is believed to have caused the original outage.  In some regions on 2 January the temperature reached 40 &ordm; C, the wind speed was 50 km per hour and the relative humidity was at 21 per cent; creating extreme fire conditions. The Victorian Country Fire Authority responded to 200 fires throughout the state, including 21 grass fires. The worst fires were in the state's south-west, with the largest blaze in Koroit, which spread over 15 ha and took 15 crews and two aircraft to control.  A total fire ban was issued across most of Victoria and South Australia.  A severe fire warning was given to the central district and Victoria's north-western regions and the Country Fire Service ordered a total fire ban in 13 of the state's 15 districts.","12/30/2011 0:00","1/04/2012 0:00",-34.12544632,140.9765625,NA,"",0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South Australia",NA,"http://www.emknowledge.gov.au/resource/?id=602",NA,5,0,0
"222",222,222,603,609,"Disaster Event","Storm/Flood","The 1956 River Murray flood was the largest flood ever recorded in South Australia at that time. Previous floods of 1917, 1931 and the floods of the nineteenth century were large, but nothing of this magnitude.  In 1956 heavy rains in Queensland, New South Wales and Victoria eventually caused exceptional flooding along the length of the Murray River in South Australia. Riverside towns and farms were inundated and in some places floodwaters were many km wide. Approximately&nbsp;800 homes and holiday houses were flooded and orchards and crops were destroyed, in some cases taking the agricultural industry years to recover. While the flood peak was reached in late August, some places remained under water for six months.  (While this event does not strictly meet database criteria, given the floods significance it is important that is documented). ","6/08/1956 0:00","12/01/1956 0:00",-34.91437912,139.3115845,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South Australia",NA,"http://www.emknowledge.gov.au/resource/?id=609",NA,176,0,0
"223",223,223,604,610,"Disaster Event","Drought/Heatwave","A heatwave occurred in South Australia in January 1960 which saw temperatures exceeding 45 &deg;C in the north of the State from 31 December to 3 January. On 2 January, Oodnadatta reached a state record - and arguably an Australian record of 50.7 &deg;C. The minimum that day was 34.6 &deg;C. The temperature again reached the low 40s on 6-8 and 10 January. There were several deaths in the 1960 heat wave: five infants and eight adults died. Other people were admitted to hospital with heat exhaustion, including 18 in Broken Hill.","12/31/1959 0:00","1/03/1960 0:00",-27.51801491,135.43396,NA,"",0,0,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South Australia",NA,"http://www.emknowledge.gov.au/resource/?id=610",NA,3,0,0
"224",224,224,605,612,"Disaster Event","Storm/Flood","The combination of a high pressure system over the southern Tasman Sea and a trough over Queensland directed moist east to north-easterly winds across New South Wales. This generated patchy rain areas and isolated thunderstorms and heavy rain over the north of the state.  Minor to major flood warnings were issued for communities on the Mid North, Coffs Harbour and North Coast of New South Wales. There were reports of 300 mm falling in the space of three days in areas of the Bellinger River Valley and the Orara River catchment.  More than 2000 people were isolated by the rising floodwaters, with a number of road closures such as at the Pacific Highway and a caravan park in a low lying area evacuated.  From the 24 - 25 January New South Wales received almost 340 mm of rain. Overnight on the 24 January, the Tweed Valley saw heavy falls with 86 mm of rain at Couchy Creek, 100 mm at Numinbah and 100 mm at Bald Mountain.  Residents were isolated in the towns of Darkwood, near Coffs Harbour, the Thora and Kalang Valleys, and in Bellingen, on the Mid North Coast, where the flooded Bellinger River cut the town in two. More than a dozen homes and businesses in Bellingen were inundated. The Bellinger River at the Bellingen Bridge peaked at around 7 m, short of the 8.2 m that constitutes major flooding.  A landslide and waterfalls blocked the Waterfall Way between Dorrigo and Bellingen. Bellingen received 180 mm of rain in the 24 hours to 9 am on 27 January.  During this time the State Emergency Services received more than 1000 calls for assistance and over 50 flood rescues occurred.  By the beginning of February more than 16,500 people across the state were isolated, with the worst areas being Gunnedah and Wee Waa. Twenty-seven aircraft worked to supply those areas isolated.  On 5 February the Namoi River peaked at over 8 m in Gunnedah and the Mehi River near Moree reached more than 10.6 m, similar to the height reached in 1976 floods. Approximately 300 homes in Moree were inundated, and 1600 people were evacuated.  The concern became from floodwaters from Queensland moving downstream to northern areas of New South Wales such as Mungindi, Walgett, Bourke, Collarenebri and Brewarrina.  On 9 February, heavy rains caused flash flooding across western Sydney and the Illawarra, with the SES receiving approximately 450 calls for assistance.  On 20 February a similar event occurred with flash flooding across Sydney and the Illawarra prompting more than 300 requests for assistance to the SES. Terry Hills recorded 61 mm in an hour and Peakhurst recorded 26 mm in just ten minutes. Other suburbs affected included Banksia, Rockdale, Padstow Heights, Sylvania, Five Dock and Rosebery.  Up to 8000 people remained isolated for weeks in the north-west, receiving approximately 50 ton of daily deliveries such as medication, mail and food.  Heavy rains from the end of February to the beginning of March saw more than 75 per cent of New South Wales under water or threatened by floodwaters. Twenty-four hour rainfall totals to 9 am on 1 March reached up to 123 mm in Coolamon, 84 mm in Cootamundra, 83 mm in Broken Hill and widespread falls between 30 - 80 mm in the Illawarra district. Over 1700 people from the four towns of Bega, Eastgrove in Goulburn, Cooma and south-west Cowra were evacuated on 1-2 March.  Sydney's Warragamba Dam spilt at approx 6.53 pm on 2 March for the first time since 1998, causing authorities to cut power to 160 homes. The spillage prompted the evacuation of 1900 people from the Hawkesbury Nepean Valley area.The town of Pooncarie in western New South Wales received approximately 174 mm of rain and Ivanhoe 154 mm for the 48 hours to 9 am on Thursday, breaking two-day rainfall records.  In Towamba approximately 367 people were isolated following the closure of the Princes Highway.&nbsp;The SES responded to more than 740 requests for help as the large, slow-moving trough set in.&nbsp; Approximately 4600 people across the state were subject to evacuation orders and 2500 people were isolated, mostly on rural properties.  Approximately 9000 people were evacuated from Wagga Wagga and a state of emergency was declared as the town's flood levee was tested by a peak of 10.6 m on 6 March, risking inundation of more than 3000 properties.  Evacuations continued throughout the first week of March with approximately 236 people door knocked in the Lachlan River area, 600 people ordered to evacuate in Griffith, and flood evacuation orders issued for Forbes, Flowerdale, Urana, Barellan, Yenda, North Wagga, Gillenbah and parts of Gumly Gumly. The town of Forbes was cut in three by floodwaters, inundating dozens of businesses and homes in the CBD.More than 400,000 sandbags were distributed across New South Wales to protect communities from floodwaters.  The New South Wales Government declared 63 natural disaster zones during the February/March floods for the Albury, Balranald, Bathurst, Bega Valley, Berrigan, Bland Shire, Blacktown, Blayney, Bogan, Bombala, Boorowa, Broken Hill, Cobar, Cabonne, Carrathool, Central Darling, Conargo, Coolamon, Cooma-Monaro, Cootamundra, Corowa, Cowra, Forbes, Goulburn, Greater Hume, Griffith, Gundagai, Harden, Hawkesbury, The Hills, Hay, Jerilderie, Junee, Lachlan, Leeton, Lithgow, Lockhart, Mid-western, Murray, Murrumbidgee, Narrandera, Narromine, Oberon, Palerang, Parkes, Penrith, Queanbeyan, Shellharbour, Shoalhaven, Snowy River, Temora,&nbsp;Tumbarumba ,Tumut, Mid Western Regional, Unincorporated Area of NSW, Upper Hunter, Upper Lachlan, Urana, Wagga Wagga, Weddin, Wentworth, Wollongong, Yass and Young local government areas.  Approximately 30 towns across the state's north-east were inundated, leaving 1000 properties isolated.&nbsp;Almost 2000 homes were flooded and more than 17,000 people requested emergency assistance.  On 12 March the Insurance Council of Australia stated that insurers had already received claims totalling more than $64 million from flood-affected homeowners in Victoria and New South Wales. Insurers received 8,200 claims across the declared catastrophe zone.&nbsp;On 31 January one person drowned when they attempted to drive through floodwaters 1.6 m deep.  On 4 March one person died and two others were admitted to hospital with hypothermia and severe bruising after their four wheel drive was caught in a swollen causeway near Braidwood in the Southern Tablelands.  On 9 March one person was found dead in floodwaters north of Bourke, and their vehicle partially submerged in a causeway.  To date the Australian Government Disaster Recovery Payments total approximately $17,256,000 allocated to 14,834 claimants&nbsp; affected in the northern part of the state and&nbsp;$29,991,000 was allocated&nbsp;to pay over 28,860 claimants affected by flood in the southern New South Wales region.  &nbsp;  The Insurance Council of Australia estimated the 2012 damage at $108.2 million which incorporated figures for both New South Wales and Victoria.  Further information will be provided when available.","1/24/2012 0:00","3/13/2012 0:00",-30.29301643,153.1159363,NA,"",0,0,0,3,108212000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47247000,"New South Wales",NA,"http://www.emknowledge.gov.au/resource/?id=612",NA,49,0,0
"225",225,225,606,613,"Disaster Event","Storm/Flood","From 24 January 2012, south-east Queensland experienced very high rainfall across the region with totals up to 200 mm recorded in a 24 hour period.&nbsp; Floods occurred in some areas and homes were evacuated, power outages occurred and several roads were closed as the heavy rain continued.  The State Emergency Service (SES) received approximately 500 requests for assistance between midnight and 4 pm across south-east Queensland. The SES efforts focused on the north side of Brisbane, in Boondall, Zillmere, Herston and Aspley. Most requests for assistance were for minor damage to properties and general and storm damage.&nbsp;On 24 January, evacuation centres were opened at Narangba and Deception Bay, north of Brisbane. Twelve homes were evacuated as a precaution at Burpengary, north of Brisbane, and another dozen homes were flooded further north on the Sunshine Coast. Power was cut to approximately 9500 homes and businesses across the south-east. Overnight Upper Springbrook recorded some of the heaviest rain falls, with 193 mm in the 12 hours to 6 am. Lower Springbrook recorded 173 mm, Upper Tallebudgera 142 mm and 127 mm at Mt Tamborine. Brisbane city and suburbs had between 80 and 120 mm of rain and Caloundra on the Sunshine Coast recorded 271 mm in just ten hours.  Thirteen dams across south-east Queensland began spilling water to cope with the deluge, which included 220 mm falls over 30 hours in some parts.  Council run Australia Day events planned for the Moreton Bay Region and for the Gold Coast's Evandale Parklands were forced to cancel due to the heavy rain.  The State Emergency Services received more than 650 calls for assistance on the morning of 27 January.   On 3 February a state of emergency was declared in Mitchell and approximately a quarter of the population was evacuated.. The Queensland Government requested assistance from the Australian Defence Force to provide aerial support and aid evacuations. The Maranoa River reached 9.85 m, breaking its 1956 record peak of 9.26 m. Almost half the population took refuge in a sports complex and when the flood threatened to isolate the complex helicopters were sent in to air-lift people to safety.  By 4 February the Warrego River in Charleville reached 7.7 m and over 280 homes were inundated when floodwaters in Roma peaked at 8.35 m. Approximately 50 per cent of homes experienced some form of inundation. More than 700 homes or businesses in the region needed assistance, and more than 440 were damaged with approximately 288 properties affected in Mitchell and 290 affected in Roma. One hundred and twenty Australian Defence Force soldiers assisted with the clean up in these regions.  On 5 February mandatory evacuations were ordered for St George after it was predicted the Balonne River would peak at up to 15 m. With more than 2600 people from a population of 3000 evacuated, it was Queensland&rsquo;s largest evacuation in history. The Balonne River in St George passed its previous record of 13.48 m, peaking at 13.93 m, but the township remained protected by its 14.5 m levee with damage restricted to the 50 homes. St George also faced pollution problems as floodwaters damaged the local sewerage treatment plant, posing a major public health risk.  At the beginning of March, a category one cyclone off the south-east coast caused further flooding and six evacuation centres were opened across the coast to assist evacuated and displaced people.  The National Disaster Relief and Recovery Arrangements (NDRRA) identified the Local Government Areas of Aurukun, Burdekin, Burke, Cairns, Carpentaria, Cassowary Coast, Charters Towers, Cook, Doomadgee, Hinchinbrook, Kowanyama, Mackay, Mapoon, Mornington, Napranum, Northern Peninsula, Palm Island, Pormpuraaw, Tablelands, Townsville City, Torres Strait Islands and Yarrabah as natural disaster zones. To date the Australian Government Disaster Recovery Payments total approximately $11,749,000 allocated to 10,293 claimants.  On 3 January one person died when their car was swept off a causeway into floodwaters in Roma. Another person died on 5 March after being swept away by waters near Gympie, north of Brisbane.  The Insurance Council of Australia estimated the preliminary 2012 damage at $124.7 million.  Further information will be provided when available.  &nbsp;  &nbsp;","1/24/2012 0:00","3/13/2012 0:00",-23.51173782,148.1609344,NA,"",0,0,0,2,124688000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11749000,"Queensland",NA,"http://www.emknowledge.gov.au/resource/?id=613",NA,49,0,0
"226",226,226,608,615,"Disaster Event","Storm/Flood","Heavy rain began in Victoria on 26 February 2012. A severe weather warning for flash flooding was issued for most of the state, including the South West, North Central, Northern Country, Wimmera, Mallee, Central, West and South Gippsland and North-East forecast districts.  The State Emergency Service (SES) responded to 650 calls for help across the state on the last days of February following heavy rain and thunderstorms. There was flash flooding and minor building damage across the state after rainfalls of between 50 and 100 mm. In towns such as Seymour there was 120 mm of rain causing flash flooding and road closures. Shops in the main street of Chiltern were flooded after 94 mm of rain fell. The Goulburn Valley Highway was closed north of Seymour due to rainfall. Broken Weir near Benalla recorded the highest rainfall with 167 mm. Castlemaine received 50 mm of rain in a 90 minute period. Police said 11 homes and six shops were flooded.  State Emergency Service (SES) crews were also kept busy dealing with flash flooding at Yarrawonga, Cobram and Shepparton. In addition they had over 350 calls for help in Melbourne, with the hardest hit areas including Brimbank, Doncaster, Emerald and Malvern. There were 89 calls for help in the Ballarat area when storms dumped almost 60 mm of rain. The Daylesford Hospital had some minor flooding, and streets and at least one building were flooded in the area.  On 1 March 2012, the Bureau of Meteorology issued a Severe Weather Warning for heavy rain for residents in the Northern Country, East Gippsland and North East forecast districts.  Broken Creek&nbsp;broke its banks&nbsp;and flooded the town of&nbsp;Numurkah, north of Shepparton.&nbsp;Numurkah Base Hospital and the adjoining Karinya Nursing Home both experienced flooding, with&nbsp;patients and residents evacuated.&nbsp;Flood waters peaked on 5 March and slowly receded with a State Emergency Service spokeswoman saying it would take at least a week for the water to recede completely. Approximately 40 homes and businesses were damaged. The hospital was later delared unsalvagable and limited services resumed from a temporary tent facility, followed by longstanding portables.  Locals and the SES in Nathalia constructed a temporary metal levee with thousands of sandbags, 750 m in length along the banks of Broken Creek, in an attempt to protect the town. Nathalia's temporary levee was purchased after floods hit the town in 1993; it has not been used until this event and it supplements a permanent levee around much of the Nathalia stretch of Broken Creek. Notwithstanding the levee the SES still issued an evacuation order for the town of Nathalia as some doubt existed as to the levees ability to contain the flood waters.  Flooding of Broken Creek, which flanks Nathalia, peaked on 9 March at 3.25 m. The town's evacuation notice was lifted 15 March 2012 and the metal levee dismantled on 20 March 2012.  To date the Australian Government Disaster Recovery Payments total approximately $7,773,000 allocated to 6897 claimants.  The Insurance Council of Australia estimated the 2012 damage at $108.2 million which incorporated figures for both New South Wales and Victoria.","2/26/2012 0:00","3/15/2012 0:00",-36.12789154,141.9927979,NA,"",0,0,0,0,108212000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7773000,"Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=615",NA,18,0,0
"227",227,227,609,616,"Disaster Event","Cyclone/Tornado","Cyclone Herbie occurred 21 May 1988 in the Carnarvon and Denham area rapidly accelerating to the south-east at speeds reaching 75 km per hour before passing over Denham in the early morning.  The cyclone caused structural damage along the coast from Carnarvon to Denham along with damage to banana plantations at Carnarvon and the grounding of a 30,000 ton freighter, the Korean Star, near Cape Cuvier. A storm surge of around 2 m occurred at Denham, inundating the foreshore. Several fishing vessels were stranded along the main street when water levels subsided. As the cyclone moved inland, severe dust storms occurred on its northern side, while by contrast rainfall totals greater than 100 mm caused flooding. The Greenough and Irwin Rivers burst their banks flooding houses, especially in Dongara.  The Insurance Council of Australia estimated the 1988 damage at $20 million, with the 2011 estimated normalised cost of $117 million.","5/21/1988 0:00","5/22/1988 0:00",-24.88456726,113.6291885,NA,"",0,0,0,0,2e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia",NA,"http://www.emknowledge.gov.au/resource/?id=616",NA,1,0,0
"228",228,228,610,617,"Disaster Event","Drought/Heatwave","In the summer of 1907 - 1908 it is estimated that 246 people died as a result of a heatwave.  Mortality during heatwaves can be difficult to measure, as deaths tend to occur from exacerbations of chronic medical conditions as well as direct heat related illness, particularly in the frail and elderly. Excess mortality provides a measure of impact, but does not provide information specifically on underlying cause of death (Victorian Government, January 2009 Heatwave in Victoria: an Assessment of Health Impacts).  It is imperative that heatwaves are included in the disaster information, however, for reasons outlined above accurate statistics as to the actual numbers of deaths and injuries in most instances cannot be provided.","12/01/1907 0:00","2/28/1908 0:00",-27.47077179,153.0236359,NA,"",0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Northern Territory;Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Tasmania;Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=617",NA,89,0,0
"229",229,229,611,618,"Disaster Event","Drought/Heatwave","In the summer of 1895 - 1896 it is estimated that 431 people died as a result of a heatwave.  Mortality during heatwaves can be difficult to measure, as deaths tend to occur from exacerbations of chronic medical conditions as well as direct heat related illness, particularly in the frail and elderly. Excess mortality provides a measure of impact, but does not provide information specifically on underlying cause of death (Victorian Government, January 2009 Heatwave in Victoria: an Assessment of Health Impacts).  It is imperative that heatwaves are included in the disaster information, however, for reasons outlined above accurate statistics as to the actual numbers of deaths and injuries in most instances cannot be provided.","12/01/1895 00:00:00","2/28/1896 00:00:00",-32.2499733,147.3815918,NA,"",0,0,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Northern Territory;Tasmania;Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=618",NA,89,0,0
"230",230,230,612,619,"Disaster Event","Drought/Heatwave","In the summer of 1913 - 1914 it is estimated that 122 people died as a result of a heatwave.  Mortality during heatwaves can be difficult to measure, as deaths tend to occur from exacerbations of chronic medical conditions as well as direct heat related illness, particularly in the frail and elderly. Excess mortality provides a measure of impact, but does not provide information specifically on underlying cause of death (Victorian Government, January 2009 Heatwave in Victoria: an Assessment of Health Impacts).  It is imperative that heatwaves are included in the disaster information, however, for reasons outlined above accurate statistics as to the actual numbers of deaths and injuries in most instances cannot be provided.","12/01/1913 0:00","2/28/1914 0:00",-30.47708321,136.9116211,NA,"",0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Northern Territory;Tasmania;Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=619",NA,89,0,0
"231",231,231,613,620,"Disaster Event","Drought/Heatwave","In the summer of 1920 - 1921 it is estimated that 147 people died as a result of a heatwave.  Mortality during heatwaves can be difficult to measure, as deaths tend to occur from exacerbations of chronic medical conditions as well as direct heat related illness, particularly in the frail and elderly. Excess mortality provides a measure of impact, but does not provide information specifically on underlying cause of death (Victorian Government, January 2009 Heatwave in Victoria: an Assessment of Health Impacts).  It is imperative that heatwaves are included in the disaster information, however, for reasons outlined above accurate statistics as to the actual numbers of deaths and injuries in most instances cannot be provided.","12/01/1920 0:00","2/28/1921 0:00",-34.63772964,143.5528564,NA,"",0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Northern Territory;Tasmania;Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=620",NA,89,0,0
"232",232,232,614,621,"Disaster Event","Drought/Heatwave","In the summer of 1938 - 1939 it is estimated that 438 people died as a result of a heatwave.  Mortality during heatwaves can be difficult to measure, as deaths tend to occur from exacerbations of chronic medical conditions as well as direct heat related illness, particularly in the frail and elderly. Excess mortality provides a measure of impact, but does not provide information specifically on underlying cause of death (Victorian Government, January 2009 Heatwave in Victoria: an Assessment of Health Impacts).  It is imperative that heatwaves are included in the disaster information, however, for reasons outlined above accurate statistics as to the actual numbers of deaths and injuries in most instances cannot be provided.","12/01/1938 0:00","2/28/1939 0:00",-37.80978394,144.9536133,NA,"",0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Northern Territory;Tasmania;Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=621",NA,89,0,0
"233",233,233,615,622,"Disaster Event","Drought/Heatwave","In the summer of 1939 - 1940 it is estimated that 112 people died as a result of a heatwave.  Mortality during heatwaves can be difficult to measure, as deaths tend to occur from exacerbations of chronic medical conditions as well as direct heat related illness, particularly in the frail and elderly. Excess mortality provides a measure of impact, but does not provide information specifically on underlying cause of death (Victorian Government, January 2009 Heatwave in Victoria: an Assessment of Health Impacts).  It is imperative that heatwaves are included in the disaster information, however, for reasons outlined above accurate statistics as to the actual numbers of deaths and injuries in most instances cannot be provided.","12/01/1939 0:00","2/28/1940 0:00",-23.55391693,148.1561279,NA,"",0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Northern Territory;Tasmania;Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=622",NA,89,0,0
"234",234,234,616,623,"Disaster Event","Drought/Heatwave","In the summer of 1959 - 1960 it is estimated that 98 people died as a result of a heatwave.  Mortality during heatwaves can be difficult to measure, as deaths tend to occur from exacerbations of chronic medical conditions as well as direct heat related illness, particularly in the frail and elderly. Excess mortality provides a measure of impact, but does not provide information specifically on underlying cause of death (Victorian Government, January 2009 Heatwave in Victoria: an Assessment of Health Impacts).  It is imperative that heatwaves are included in the disaster information, however, for reasons outlined above accurate statistics as to the actual numbers of deaths and injuries in most instances cannot be provided.","12/01/1959 0:00","2/28/1960 0:00",-27.47103882,153.0231934,NA,"",0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Northern Territory;Tasmania;Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=623",NA,89,0,0
"235",235,235,617,624,"Disaster Event","Drought/Heatwave","In the summer of 1972 - 1973 it is estimated that 99 people died as a result of a heatwave.  Mortality during heatwaves can be difficult to measure, as deaths tend to occur from exacerbations of chronic medical conditions as well as direct heat related illness, particularly in the frail and elderly. Excess mortality provides a measure of impact, but does not provide information specifically on underlying cause of death (Victorian Government, January 2009 Heatwave in Victoria: an Assessment of Health Impacts).  It is imperative that heatwaves are included in the disaster information, however, for reasons outlined above accurate statistics as to the actual numbers of deaths and injuries in most instances cannot be provided.","12/01/1972 0:00","2/28/1973 0:00",-34.20612335,142.1361389,NA,"",0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Northern Territory;Tasmania;Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=624",NA,89,0,0
"236",236,236,618,625,"Disaster Event","Drought/Heatwave","In the summer of 1926 - 1927 it is estimated that 130 people died as a result of a heatwave.  Mortality during heatwaves can be difficult to measure, as deaths tend to occur from exacerbations of chronic medical conditions as well as direct heat related illness, particularly in the frail and elderly. Excess mortality provides a measure of impact, but does not provide information specifically on underlying cause of death (Victorian Government, January 2009 Heatwave in Victoria: an Assessment of Health Impacts).  It is imperative that heatwaves are included in the disaster information, however, for reasons outlined above accurate statistics as to the actual numbers of deaths and injuries in most instances cannot be provided.","12/01/1926 0:00","2/28/1927 0:00",-33.87330246,151.2070618,NA,"",0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Northern Territory;Tasmania;Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=625",NA,89,0,0
"237",237,237,620,627,"Disaster Event","Bushfire","On 8 January 2003, a combination of extreme weather conditions (high temperatures of above 37 &ordm;C, low humidity, lightning strikes and strong gusty winds) caused multiple bushfires to break out in the Kosciuszko and Namadgi National parks surrounding Canberra.  On 18 January, two fire fronts combined to create a 25 km fire front and wind gusts of up to 65 km per hour propelled the fire towards Canberra. The Chief Minister declared a state of emergency at 2.45 pm and the firestorm hit the outer streets of Duffy at approximately 3 pm, and soon reached the suburbs of Rivett, Chapman, Kambah, Higgins, Hawker and Cook.  Four people were killed by the fires, more than 435 people&nbsp;were injured and there were 5000 evacuations. Approximately 160,000 hectares were burnt which equated to almost 70 per cent of the ACT's pasture, forests and nature parks including Namadgi National Park, Tidbinbilla Nature Reserve and all government pine forest west of the Murrumbidgee River Stromlo pine plantation. There were approximately 488 houses destroyed and many more were damaged.  The Chief Minister and Cabinet Inquiry into the Operational Response to the January 2003 bushfires made 61 recommendations.  The Insurance Council of Australia estimated the 2003 damage at $350 million, with the 2011 estimated normalised cost of $660 million.","1/18/2003 0:00","1/19/2003 0:00",-35.34656525,149.035675,NA,"",0,0,435,4,3.5e+08,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Australian Capital Territory",NA,"http://www.emknowledge.gov.au/resource/?id=627",NA,1,488,0
